Cilium.ID,Position,Total.Length.pixel.,Outer.Length.pixel.,Out.In.Ratio...,Analysis.Time.s.,Manual.Total.Length.pixel.,Manual.Outer.Length.pixel.,Manual.Out.In.Ratio...,Manual.Analysis.Time.s.,fileName
1,"[253,1,19,8]",8.377547073885058,8.377547073885058,99.99880634742529,0.0024251,8.377547073885058,8.377547073885058,99.99880634742529,0,190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_projection.tif
2,"[971,56,28,17]",18.6209913151892,4.574678681845346,24.567188917191903,0.0026117,18.6209913151892,4.574678681845346,24.567188917191903,0,190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_projection.tif
3,"[840,113,24,13]",13.452710188587195,13.452710188587195,99.9992566608865,0.0024939,13.452710188587195,13.452710188587195,99.9992566608865,0,190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_projection.tif
4,"[23,189,19,16]",9.992566123798241,0,0,0.0022688,9.992566123798241,0,0,0,190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_projection.tif
5,"[940,242,23,13]",13.152780350647143,3.488524146654909,26.52289121206267,0.0021286,13.152780350647143,3.488524146654909,26.52289121206267,0,190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_projection.tif
6,"[382,344,20,14]",9.026100472939216,0,0,0.0029731,9.026100472939216,0,0,0,190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_projection.tif
7,"[27,345,20,14]",8.326376909284644,2.08277801311288,25.013916879904233,0.0025846,8.326376909284644,2.08277801311288,25.013916879904233,0,190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_projection.tif
8,"[993,425,24,13]",12.513946688196732,4.578184954735911,36.58436850051121,0.0030539,12.513946688196732,4.578184954735911,36.58436850051121,0,190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_projection.tif
9,"[592,427,20,16]",10.61056771632491,6.859681421277816,64.64891375991296,0.0025207,10.61056771632491,6.859681421277816,64.64891375991296,0,190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_projection.tif
10,"[264,436,24,13]",11.180339887498947,1.0236222296999038,9.155473666509618,0.0022709,11.180339887498947,1.0236222296999038,9.155473666509618,0,190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_projection.tif
11,"[695,658,22,12]",9.570544830376615,9.570544830376615,99.99895513832378,0.0021747,9.570544830376615,9.570544830376615,99.99895513832378,0,190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_projection.tif
12,"[1,721,15,21]",16.278539710522033,6.870323073654077,42.204528116764585,0.002478,16.278539710522033,6.870323073654077,42.204528116764585,0,190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_projection.tif
13,"[935,746,23,12]",11.183859862403391,5.018299070358805,44.870503221569955,0.0021644,11.183859862403391,5.018299070358805,44.870503221569955,0,190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_projection.tif
14,"[326,819,25,14]",13.182442914191617,13.182442914191617,99.99924142101679,0.0026934,13.182442914191617,13.182442914191617,99.99924142101679,0,190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_projection.tif
15,"[741,845,21,16]",11.910233506459488,11.910233506459488,99.99916039294833,0.0021256,11.910233506459488,11.910233506459488,99.99916039294833,0,190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_projection.tif
16,"[100,993,22,16]",12.93489426446847,12.93489426446847,99.99922690340672,0.0024702,12.93489426446847,12.93489426446847,99.99922690340672,0,190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_projection.tif
1,"[252,45,17,17]",10.83732787108953,1.5097725245013427,13.93109640460804,0.0023096,10.83732787108953,1.5097725245013427,13.93109640460804,0,190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_projection.tif
2,"[268,75,25,14]",15.863554366438883,15.863554366438883,99.99936962822254,0.0028858,15.863554366438883,15.863554366438883,99.99936962822254,0,190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_projection.tif
3,"[108,160,16,20]",12.096354982632857,1.903296862844682,15.734335932116366,0.0022316,12.096354982632857,1.903296862844682,15.734335932116366,0,190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_projection.tif
4,"[256,201,18,14]",8.485281374238571,8.485281374238571,99.99882150258676,0.0024731,8.485281374238571,8.485281374238571,99.99882150258676,0,190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_projection.tif
5,"[821,281,17,17]",11.183859862403388,6.071880056314587,54.29096787736294,0.0021338,11.183859862403388,6.071880056314587,54.29096787736294,0,190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_projection.tif
6,"[114,347,20,16]",10.699974380976322,1.5406067967622736,14.398094274011036,0.002456,10.699974380976322,1.5406067967622736,14.398094274011036,0,190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_projection.tif
7,"[217,464,18,15]",7.264282266045712,0,0,0.0023562,7.264282266045712,0,0,0,190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_projection.tif
8,"[127,615,26,13]",16.205090713915546,16.205090713915546,99.99938291377272,0.0025243,16.205090713915546,16.205090713915546,99.99938291377272,0,190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_projection.tif
9,"[301,630,22,15]",10.65178432824734,10.65178432824734,99.999061198968,0.0021255,10.65178432824734,10.65178432824734,99.999061198968,0,190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_projection.tif
10,"[556,672,21,16]",11.461852866278647,11.461852866278647,99.999127548323,0.0023146,11.461852866278647,11.461852866278647,99.999127548323,0,190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_projection.tif
11,"[678,707,17,16]",8.828659022740334,3.6061690381041274,40.8457069540088,0.0020819,8.828659022740334,3.6061690381041274,40.8457069540088,0,190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_projection.tif
12,"[501,790,18,15]",8.73142802218787,8.73142802218787,99.99885472508653,0.0021294,8.73142802218787,8.73142802218787,99.99885472508653,0,190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_projection.tif
13,"[1010,917,14,14]",9.511846700223519,2.493517370158728,26.21458518160256,0.0021892,9.511846700223519,2.493517370158728,26.21458518160256,0,190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_projection.tif
1,"[429,198,22,16]",14.091289938248009,14.091289938248009,99.99929034679732,0.0024845,14.091289938248009,14.091289938248009,99.99929034679732,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_projection.tif
2,"[973,307,20,16]",10.645973203225276,2.372881237577988,22.28879317548853,0.0023095,10.645973203225276,2.372881237577988,22.28879317548853,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_projection.tif
3,"[180,335,18,14]",8.608149127986685,8.608149127986685,99.99883832358343,0.0022947,8.608149127986685,8.608149127986685,99.99883832358343,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_projection.tif
4,"[721,426,17,17]",10.626691850632955,10.626691850632955,99.99905898222714,0.0021569,10.626691850632955,10.626691850632955,99.99905898222714,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_projection.tif
5,"[664,840,20,45]",39.483668095136075,39.483668095136075,99.99974673136627,0.0031302,39.483668095136075,39.483668095136075,99.99974673136627,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_projection.tif
1,"[725,41,24,13]",12.81481720744349,6.649727803533864,51.890524892906825,0.0020967,12.81481720744349,6.649727803533864,51.890524892906825,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_projection.tif
2,"[78,102,20,17]",12.296196421095546,1.141104724469723,9.280068448187714,0.0022237,12.296196421095546,1.141104724469723,9.280068448187714,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_projection.tif
3,"[46,213,19,15]",8.672662569725848,2.2174010010305487,25.567412726953535,0.0023116,8.672662569725848,2.2174010010305487,25.567412726953535,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_projection.tif
4,"[698,265,20,12]",9.655575186411838,1.414890448164555,14.6534594510355,0.0021061,9.655575186411838,1.414890448164555,14.6534594510355,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_projection.tif
5,"[406,284,43,19]",34.591351731430635,34.591351731430635,99.99971091123675,0.0028102,34.591351731430635,34.591351731430635,99.99971091123675,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_projection.tif
6,"[1,386,17,13]",13.336162201561892,13.336162201561892,99.99925016471266,0.0026878,13.336162201561892,13.336162201561892,99.99925016471266,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_projection.tif
7,"[831,418,18,15]",8.672662569725848,2.2174010010305487,25.567412726953535,0.0023943,8.672662569725848,2.2174010010305487,25.567412726953535,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_projection.tif
8,"[109,522,40,13]",29.691513322521185,29.691513322521185,99.9996632045591,0.0026933,29.691513322521185,29.691513322521185,99.9996632045591,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_projection.tif
9,"[246,681,31,38]",39.84228180670653,39.84228180670653,99.99974901098913,0.0034626,39.84228180670653,39.84228180670653,99.99974901098913,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_projection.tif
10,"[867,787,16,18]",11.095460427917354,5.990385659813452,53.98903190812375,0.0021347,11.095460427917354,5.990385659813452,53.98903190812375,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_projection.tif
11,"[236,1018,15,6]",6.4031242374328485,6.4031242374328485,99.99843828677098,0.0017613,6.4031242374328485,6.4031242374328485,99.99843828677098,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_projection.tif
1,"[180,3,17,17]",10.269577531627744,6.996163818096523,68.12447417701567,0.0019029,10.269577531627744,6.996163818096523,68.12447417701567,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_3_projection.tif
2,"[666,15,19,14]",9.245032987787877,4.887943318291269,52.8704489675581,0.002132,9.245032987787877,4.887943318291269,52.8704489675581,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_3_projection.tif
3,"[411,67,22,12]",11.18385986240339,11.18385986240339,99.99910586231326,0.0040332,11.18385986240339,11.18385986240339,99.99910586231326,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_3_projection.tif
4,"[703,138,20,13]",8.857452030175,5.000891615324622,56.459071290669215,0.002098,8.857452030175,5.000891615324622,56.459071290669215,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_3_projection.tif
5,"[517,208,18,18]",10.63766300182221,10.63766300182221,99.99905995273646,0.002289,10.63766300182221,10.63766300182221,99.99905995273646,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_3_projection.tif
6,"[275,224,24,14]",11.829696068998118,11.829696068998118,99.99915467689034,0.0025311,11.829696068998118,11.829696068998118,99.99915467689034,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_3_projection.tif
7,"[939,293,21,32]",27.43852457775627,27.43852457775627,99.99963555024519,0.0032992,27.43852457775627,27.43852457775627,99.99963555024519,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_3_projection.tif
8,"[576,379,18,17]",10.8534818282824,4.0186712719357525,37.02622171663044,0.0021272,10.8534818282824,4.0186712719357525,37.02622171663044,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_3_projection.tif
9,"[1,708,16,16]",10.365067374606731,6.829929353386634,65.89309276489875,0.0022211,10.365067374606731,6.829929353386634,65.89309276489875,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_3_projection.tif
10,"[369,776,23,12]",10.466677955470493,1.9669152991156664,18.791984577141548,0.0022389,10.466677955470493,1.9669152991156664,18.791984577141548,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_3_projection.tif
11,"[887,977,21,14]",10.084330313866538,4.438183084624322,44.01025091642137,0.0021126,10.084330313866538,4.438183084624322,44.01025091642137,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_3_projection.tif
1,"[905,100,25,12]",16.399803913333173,16.399803913333173,99.9993902403299,0.0025158,16.399803913333173,16.399803913333173,99.9993902403299,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_4_projection.tif
2,"[495,102,22,14]",10.666220026094924,1.2950680476039071,12.141657520452704,0.0026546,10.666220026094924,1.2950680476039071,12.141657520452704,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_4_projection.tif
